idAbt,idBuy
16741,208455791
16741,210435439
16758,90108521
16758,90120953
16758,90131941
16758,90137168
16758,90139261
16758,90145560
16758,90145561
16758,90145568
16758,90145584
16758,202143942
16758,204222897
16765,203131413
16765,204274644
16765,204274645
16765,204274660
16765,204569292
16765,204569335
16765,204792886
16765,205664972
16765,205985716
16765,208456185
16765,208715736
16774,90139860
16774,90140498
16774,90141687
16774,202451162
16774,203201062
16774,203389465
16774,203396159
16774,203407043
16774,203407045
16774,204443417
16774,207390671
16877,10326220
16877,90128026
16877,202125720
16877,202434158
16877,204222207
16877,208653765
16877,208653767
16877,208653775
16877,209871973
16877,210404123
17067,90139585
17067,90139860
17067,90140498
17067,90141687
17067,202451162
17067,202785722
17067,202899996
17067,203201062
17067,203340101
17067,203389465
17067,203396159
17067,204254634
17067,204327516
17067,204443417
17067,204587960
17067,205844265
17067,207390184
17067,207390671
17067,208972043
17094,201959840
17094,203111113
17094,203150909
17094,203151779
17094,203151930
17094,203162678
17094,203198950
17094,206639246
17094,206725724
17094,210435439
17187,202041195
17187,202041204
17187,202145734
17187,202238311
17187,203069939
17187,203086857
17187,203329569
17187,204587909
17187,205761272
17187,205777541
17187,206481908
17187,206780877
17191,201935171
17191,202041195
17191,202041204
17191,202145734
17191,202238311
17191,203069939
17191,203329569
17191,204587909
17191,205131849
17191,205505156
17191,205761272
17191,205777541
17191,206481908
17191,206780877
17220,90128026
17220,90141074
17220,201965217
17220,204389692
17220,207391018
17220,207391019
17220,207391020
17220,207391021
17220,207391022
17220,207391023
17372,10351869
17372,10363243
17372,90105654
17372,202870177
17372,202870184
17372,203165921
17372,203165922
17372,203166120
17372,205567912
17372,209700735
17417,90120953
17417,90125786
17417,90131941
17417,90139261
17417,90145560
17417,90145561
17417,90145568
17417,90145584
17417,90145586
17417,202143942
17417,202827684
17417,202827713
17417,202827715
17417,204080936
17417,204222915
17417,204230770
17417,207899810
17479,90145909
17479,90145972
17479,203155653
17479,204292470
17479,204292477
17479,204318286
17479,204318288
17479,206887905
17479,206888012
17479,208464825
17479,208464828
17596,90120953
17596,90131941
17596,90139261
17596,90145560
17596,90145561
17596,90145568
17596,90145584
17596,90145586
17596,202143942
17596,202291459
17596,202827684
17596,202827713
17596,202827715
17596,204080936
17596,204222897
17596,204222915
17596,204230770
17596,207899810
17596,207899814
17653,10382243
17653,90049795
17653,202456903
17653,204787744
17653,205144562
17653,205467942
17653,205665803
17653,207338961
17653,207390171
17653,207390644
17653,207390652
17653,207390654
17653,207390655
17653,207390656
17653,207637793
17653,209208663
17872,90108521
17872,90120953
17872,90125786
17872,90131941
17872,90139261
17872,90145560
17872,90145561
17872,90145568
17872,90145584
17872,202143942
17872,202827684
17872,202827715
17872,207899814
17873,90120953
17873,90131941
17873,90139261
17873,90145560
17873,90145561
17873,90145568
17873,90145584
17873,202143942
17873,202827715
17873,207899810
17873,207899814
17906,203379237
17906,204274644
17906,204274645
17906,204274660
17906,204569292
17906,204569335
17906,204792885
17906,205985716
17906,208456199
17906,208715736
18040,201959840
18040,203151779
18040,203151930
18040,203491687
18040,204644752
18040,205554287
18040,206639246
18040,206725724
18040,207544306
18040,208156275
18040,210399849
18087,203111424
18087,203150909
18087,203915639
18087,204264643
18087,208294904
18087,208456203
18087,208715747
18087,209297200
18087,210435432
18087,210435439
18087,210521578
18202,90141687
18202,203201062
18202,203347464
18202,205838157
18202,207390671
18202,208131008
18202,209273200
18202,210227282
18202,210252385
18202,210399777
18441,202486964
18441,202870170
18441,203086405
18441,203087865
18441,203151779
18441,205106048
18441,205521002
18441,206928359
18441,208270234
18441,209002546
18516,202045862
18516,202045875
18516,202900041
18516,204519849
18516,204559208
18516,204559209
18516,204559210
18516,204559211
18516,204559213
18516,204559214
18516,205106045
18516,208226458
18516,210461432
18524,90145909
18524,90145972
18524,204292470
18524,204292477
18524,204318288
18524,206887905
18524,206888012
18524,208464825
18524,208464828
18524,208464837
18564,202592070
18564,203111424
18564,203111433
18564,203150909
18564,203897877
18564,203915639
18564,204264643
18564,204647332
18564,208294904
18564,208455791
18564,208455792
18564,208456203
18564,208456215
18564,208456262
18564,208715747
18564,208715855
18564,209297200
18564,209297205
18564,210435439
18564,210521551
18564,210521578
18567,202592070
18567,203150909
18567,203897877
18567,203915639
18567,204264643
18567,204647332
18567,208294904
18567,208455791
18567,208455792
18567,208456203
18567,208456215
18567,208456262
18567,208715747
18567,208715855
18567,209297200
18567,209297205
18567,210435439
18567,210521551
18567,210521578
18837,202900041
18837,203111113
18837,203111433
18837,203151776
18837,203155653
18837,206725196
18837,206725198
18837,206887905
18837,206888001
18837,206888011
18837,208294970
18960,202067544
18960,203340555
18960,203396327
18960,204587971
18960,204679142
18960,207502093
18960,208893656
18960,208930714
18960,208930717
18960,208930722
18970,202045862
18970,202045875
18970,202900041
18970,204519849
18970,204559208
18970,204559209
18970,204559210
18970,204559211
18970,204559213
18970,204559214
18970,205106045
19112,10377226
19112,90105156
19112,90148541
19112,202472204
19112,202479411
19112,202479417
19112,202479418
19112,202861078
19112,203201060
19112,203340806
19112,203341506
19112,204348269
19112,205145879
19112,205592435
19112,205592439
19112,205664938
19112,205838157
19112,205844279
19112,205844282
19112,205844283
19112,206160056
19112,206362623
19112,207390682
19112,207514563
19112,207514566
19112,207514567
19112,208131008
19112,208154853
19112,208154854
19112,210252385
19132,202049393
19132,202139744
19132,202139765
19132,202778315
19132,203017911
19132,203017912
19132,203308084
19132,204849801
19132,204860316
19132,204939361
19132,208085182
19132,208455891
19141,90125772
19141,90131941
19141,90139261
19141,90145560
19141,90145568
19141,90145586
19141,202143942
19141,204049534
19141,204080936
19141,204222897
19141,204222915
19141,206179562
19141,206460124
19141,207899810
19204,90106172
19204,90106210
19204,90140203
19204,90148258
19204,203324914
19204,203389382
19204,204222662
19204,205131849
19204,207390496
19204,207653535
19204,207945552
19358,90049752
19358,90131741
19358,90144996
19358,90144998
19358,204363358
19358,204448530
19358,204884519
19358,205691190
19358,207907548
19358,210571462
19604,203025423
19604,203025446
19604,203922244
19604,204791586
19604,204791643
19604,204860316
19604,205520997
19604,206678505
19604,207533462
19604,207544265
19604,208105630
19628,202778257
19628,202778315
19628,202784323
19628,202812646
19628,203022202
19628,204563949
19628,207544265
19628,208033806
19628,208033808
19628,208085175
19628,208085178
19628,208085180
19628,208085182
19628,208105630
19631,50017228
19631,202041195
19631,202041204
19631,202635467
19631,202812567
19631,202812620
19631,202812646
19631,203069939
19631,203086857
19631,203921172
19631,205761272
19631,207390309
19672,90049928
19672,90132241
19672,90138609
19672,90140166
19672,203022472
19672,203023505
19672,203024998
19672,203025423
19672,203025617
19672,203087638
19672,203088013
19672,203324800
19672,204254738
19672,204563763
19672,204563770
19672,207390171
19672,207390502
19672,207544306
19672,207910387
19672,207934192
19672,208105467
19672,208112358
19672,208670546
19672,209297154
19676,90120953
19676,90131941
19676,90137168
19676,90139261
19676,90145560
19676,90145561
19676,90145568
19676,90145584
19676,90145586
19676,201701865
19676,202827713
19676,202827715
19676,204080936
19676,204222897
19676,204222915
19676,207899810
20447,10382243
20447,90128026
20447,90141074
20447,201965217
20447,203088013
20447,205467942
20447,207390171
20447,207391021
20447,208289993
20447,208670546
20448,10373002
20448,10377226
20448,206928452
20448,207390682
20448,208154853
20448,208154854
20448,209302310
20448,209307663
20448,209901963
20448,209901964
20448,209901965
20448,209901966
20448,210566840
20450,201692660
20450,201692665
20450,201953026
20450,201953039
20450,203185276
20450,203514304
20450,203514305
20450,208937347
20450,209199789
20450,210254965
20453,10326220
20453,201692648
20453,201692660
20453,201692665
20453,201692677
20453,201692679
20453,201953021
20453,201953025
20453,201953026
20453,201953039
20453,203388440
20453,203514304
20453,203514305
20453,208893667
20453,208937347
20453,209122921
20453,209122924
20453,209208718
20453,209208719
20453,210254965
20454,201692648
20454,201692660
20454,201692665
20454,201692677
20454,201692679
20454,201953021
20454,201953025
20454,201953026
20454,201953039
20454,203514304
20454,203514305
20454,208937347
20454,209122924
20454,209208718
20454,209208719
20454,210254965
20458,10326220
20458,201692648
20458,201692660
20458,201692665
20458,201692677
20458,201692679
20458,201692695
20458,201692705
20458,201953021
20458,201953025
20458,201953039
20458,203185276
20458,203388440
20458,203514304
20458,203514305
20458,204222207
20458,204736197
20458,205557539
20458,206928378
20458,206928744
20458,208190046
20458,208893667
20458,208937347
20458,209122918
20458,209122921
20458,209122924
20458,209199789
20458,210254965
20459,10326220
20459,201692648
20459,201692660
20459,201692665
20459,201692677
20459,201692679
20459,201692705
20459,201953021
20459,201953025
20459,201953026
20459,201953039
20459,203388440
20459,203514304
20459,203514305
20459,205557539
20459,206928378
20459,206928744
20459,209199789
20461,10326220
20461,201692648
20461,201692660
20461,201692665
20461,201692677
20461,201692679
20461,201953021
20461,201953025
20461,201953026
20461,201953029
20461,201953039
20461,203388440
20461,203514304
20461,203514305
20461,208937347
20461,209122918
20461,209122921
20461,209122924
20461,210254965
20466,10326220
20466,201692660
20466,201692665
20466,201692695
20466,201692705
20466,201953029
20466,201953039
20466,203185276
20466,204736197
20466,208937347
20466,209122918
20466,209199789
20532,10246269
20532,10360978
20532,10363243
20532,90105654
20532,202003159
20532,202870172
20532,203165921
20532,203165922
20532,203166120
20532,203922244
20532,205567912
20532,209704118
20534,202778257
20534,203022202
20534,203025446
20534,204563949
20534,208033806
20534,208033808
20534,208085175
20534,208085178
20534,208085180
20534,208105630
21047,10373002
21047,10377226
21047,204588748
21047,206928452
21047,207390682
21047,208154853
21047,208154854
21047,209245965
21047,209302310
21047,209307663
21047,209901963
21047,209901964
21047,209901965
21047,210462233
21175,10011646
21175,10140760
21175,10221960
21175,10315184
21175,10333848
21175,10343605
21175,10353206
21175,10388980
21175,10412788
21175,201700823
21175,201744288
21175,204549804
21182,202049393
21182,202106724
21182,202486964
21182,202592699
21182,202870170
21182,203087319
21182,205074375
21182,205664913
21182,206898358
21182,208280406
21267,202870174
21267,202870177
21267,202870184
21267,203086405
21267,203087865
21267,203870569
21267,204219387
21267,204297424
21267,205106048
21267,205521002
21267,205986339
21267,206928359
21267,208270234
21267,209890796
21268,202870174
21268,202870177
21268,202870184
21268,203086405
21268,203087865
21268,203870569
21268,204219387
21268,205106048
21268,205521002
21268,205986339
21268,206722262
21268,206928359
21268,208270234
21297,50012453
21297,202070149
21297,202143947
21297,203445749
21297,205769439
21297,206725964
21297,207534895
21297,207666379
21297,207666380
21297,207666381
21297,207666382
21554,202812567
21554,204740191
21554,206362749
21554,206460113
21554,206460118
21554,206460121
21554,206460124
21554,207390180
21554,207464919
21554,207464920
21554,207464921
21554,207876535
21554,208033955
21554,208409750
21875,10011646
21875,10221960
21875,10315184
21875,10333846
21875,10333848
21875,10353206
21875,10388980
21875,10412788
21875,90105654
21875,201700823
21875,201744288
21875,204549804
21875,209704118
21989,204274644
21989,204274645
21989,204274660
21989,204569292
21989,204569335
21989,205664972
21989,205985716
21989,208456185
21989,208456199
21989,208715736
22042,201935116
22042,201935171
22042,202041195
22042,202145734
22042,202238311
22042,203069939
22042,203329569
22042,205505156
22042,206481908
22042,206780877
22100,10326220
22100,201692648
22100,201692660
22100,201692665
22100,201692677
22100,201692705
22100,201953021
22100,201953025
22100,201953026
22100,201953029
22100,201953039
22100,203185276
22100,203388440
22100,203514304
22100,204222207
22100,204736197
22100,208937347
22100,209122918
22100,209122921
22100,209122924
22100,210254965
22101,201692660
22101,201692665
22101,201692705
22101,201953021
22101,201953025
22101,201953026
22101,201953039
22101,204222207
22101,206928378
22101,208190046
22101,208937347
22101,209199789
22101,209208718
22187,90142591
22187,203340555
22187,203396327
22187,204587803
22187,204587971
22187,207502093
22187,207645242
22187,207937987
22187,208930722
22187,209194240
22212,90049752
22212,90131741
22212,90144996
22212,90144998
22212,204448530
22212,204793356
22212,204884519
22212,205691190
22212,208809705
22212,210571462
22242,201959840
22242,203111113
22242,203151776
22242,203151930
22242,203155653
22242,203162678
22242,203198950
22242,206639246
22242,206725196
22242,206725724
22306,90106172
22306,90106210
22306,90108521
22306,90111702
22306,90120953
22306,90125772
22306,90125786
22306,90139261
22306,90140203
22306,90145560
22306,90145568
22306,90145586
22306,202143942
22306,202291459
22382,90120953
22382,90125772
22382,90125786
22382,90131941
22382,90137168
22382,90139261
22382,90145560
22382,90145561
22382,90145568
22382,90145584
22382,90145586
22382,90148258
22382,201701865
22382,202143942
22382,202291459
22382,202827684
22382,202827713
22382,202827715
22382,204080936
22382,204222897
22382,204222915
22382,204230770
22382,207899810
22382,208042911
22558,10365096
22558,10388980
22558,10412590
22558,201700823
22558,202882380
22558,203514371
22558,204556588
22558,205817166
22558,206462228
22558,206576717
22558,206671732
22727,202619749
22727,203491687
22727,204292470
22727,204292477
22727,204318283
22727,204318286
22727,204318288
22727,206887905
22727,208464825
22727,208464828
22727,208464837
22729,90114631
22729,202473822
22729,205592439
22729,206725966
22729,207390618
22729,207390650
22729,207390706
22729,207514563
22729,207514567
22729,207514568
22798,90111702
22798,90120953
22798,90139261
22798,90145560
22798,90145561
22798,90145568
22798,90145584
22798,202143942
22798,202291459
22798,202827684
22798,203324914
22798,207653535
22798,207899810
22798,207899814
22798,209890796
22940,10379358
22940,202537967
22940,202900025
22940,203322272
22940,203472622
22940,204206936
22940,204734549
22940,207543197
22940,208111279
22940,208111280
22940,208504190
23006,202049393
23006,202456880
23006,202456903
23006,204787744
23006,204787746
23006,205144562
23006,205665803
23006,206898357
23006,206898358
23006,209208663
23097,202515446
23097,202537952
23097,202537967
23097,202537969
23097,202635701
23097,204206937
23097,204419878
23097,205083947
23097,205083968
23097,206575951
23097,206827757
23097,209896109
23246,90146847
23246,204238996
23246,204363358
23246,204465488
23246,204787802
23246,206575951
23246,207383660
23246,207925440
23246,208809705
23246,209896693
23246,210402579
23296,10363070
23296,50009858
23296,50012447
23296,50012453
23296,50017228
23296,201647442
23296,202502745
23296,203445879
23296,203920144
23296,205121310
23325,202456880
23325,202456903
23325,204787744
23325,204787746
23325,205144562
23325,205665803
23325,206898357
23325,206898358
23325,206928604
23325,206928605
23325,206928606
23325,206928607
23325,209208663
23347,10363070
23347,50009858
23347,50012447
23347,50012453
23347,50017228
23347,201647442
23347,202070149
23347,202502745
23347,202635467
23347,203930685
23347,205131849
23347,205690063
23347,205886768
23347,206746475
23347,207666382
23347,208043057
23347,208410812
23349,10363070
23349,50009858
23349,50012447
23349,50012453
23349,201647442
23349,202070149
23349,202985950
23349,203445749
23349,205690063
23349,205769439
23349,206746475
23349,207534895
23349,207666379
23349,207666380
23349,207666381
23349,207666382
23349,208043057
23350,10363070
23350,50009858
23350,50012447
23350,50012453
23350,201647442
23350,202070149
23350,202502745
23350,203445749
23350,205690063
23350,205769439
23350,206746475
23350,207534895
23350,207540310
23350,207666379
23350,207666380
23350,207666381
23350,207666382
23350,208043057
23519,203111424
23519,204274660
23519,204569292
23519,204792886
23519,205664972
23519,208456185
23519,208456199
23519,208456215
23519,208456233
23519,208456262
23519,208715747
23519,208715855
23537,202041195
23537,202041204
23537,202145734
23537,202238311
23537,202635467
23537,203069939
23537,203086857
23537,203329569
23537,204587909
23537,205761272
23537,205777541
23537,206780877
23635,90104307
23635,202899998
23635,202900002
23635,203474227
23635,204559214
23635,207390673
23635,207465587
23635,207465595
23635,208504190
23635,208972043
23635,209687172
23651,202778257
23651,202784218
23651,202784323
23651,202812567
23651,204049431
23651,206460121
23651,207464919
23651,207464921
23651,208033808
23651,208085180
23651,208105630
23658,202003159
23658,202813304
23658,203065730
23658,207554111
23658,207910337
23658,209700735
23658,209704118
23658,210190818
23658,210401450
23658,210401451
23686,10011646
23686,10140760
23686,10221960
23686,10315184
23686,10333846
23686,10333848
23686,10343605
23686,10346525
23686,10376165
23686,10412788
23686,201700823
23686,201744288
23686,204549804
23686,206181767
23837,50017228
23837,202041195
23837,202238311
23837,202635467
23837,203069939
23837,203086857
23837,203329569
23837,203930685
23837,205761272
23837,205777541
23837,206780877
23864,203154818
23864,203199121
23864,204020411
23864,204636071
23864,204644752
23864,204647332
23864,207937885
23864,208456215
23864,208456262
23864,209028436
23965,10379358
23965,202900025
23965,203322272
23965,203472622
23965,204734549
23965,205557530
23965,205557539
23965,205557540
23965,208111279
23965,208504190
24034,10363070
24034,50012453
24034,50017228
24034,201647442
24034,202502745
24034,202635467
24034,202812646
24034,203086857
24034,203930685
24034,204563770
24034,204793090
24034,205761272
24034,205886768
24153,202985803
24153,203379249
24153,204274660
24153,204569292
24153,208456185
24153,208456199
24153,208456203
24153,208456215
24153,208456233
24153,208456262
24153,208715855
24153,210521578
24316,204274645
24316,204274660
24316,204569292
24316,204569335
24316,204792884
24316,205985716
24316,208456185
24316,208456199
24316,208456215
24316,208456233
24316,208456262
24316,208715736
24316,208715855
24346,90139860
24346,90140498
24346,201965217
24346,202451162
24346,202785722
24346,202899996
24346,203340101
24346,203389465
24346,203396159
24346,204049780
24346,204254634
24346,204327516
24346,204443417
24346,204587960
24346,205844265
24346,207390184
24346,207390673
24346,208972043
24346,210227282
24368,90141687
24368,202451162
24368,202785722
24368,202899996
24368,202900002
24368,203340101
24368,203389465
24368,203396159
24368,204443417
24368,204587960
24368,205844265
24368,207390184
24368,207390671
24368,207390673
24368,207465587
24368,207527632
24368,208972043
24368,210227282
24386,90140498
24386,202785722
24386,203340101
24386,203389465
24386,203407045
24386,204049780
24386,204443417
24386,204587960
24386,205844265
24386,206419131
24386,208504437
24402,203111113
24402,203111433
24402,203151776
24402,203162678
24402,203897877
24402,204264643
24402,208456203
24402,208715747
24402,210245837
24402,210521551
24493,90104307
24493,90105056
24493,90128649
24493,90138537
24493,202755491
24493,202899998
24493,202900030
24493,202900227
24493,204419878
24493,208111279
24493,208111280
24571,90128649
24571,202537952
24571,202537962
24571,202537967
24571,202537969
24571,202900025
24571,204419878
24571,206179525
24571,206854515
24571,206854516
24571,207538225
24571,207543188
24571,207543189
24571,207543191
24571,207543197
24571,207543201
24572,10379358
24572,90114398
24572,202537952
24572,202537967
24572,202537969
24572,204419878
24572,206179521
24572,206854515
24572,206854516
24572,207538225
24572,207543189
24572,207543201
24615,90142591
24615,202026554
24615,202067544
24615,203340555
24615,203343197
24615,203396327
24615,204587803
24615,204587971
24615,207502093
24615,207645242
24615,208893656
24615,209194240
24648,201959840
24648,202045862
24648,202870448
24648,202900041
24648,203111113
24648,203151776
24648,203151779
24648,203491687
24648,206639246
24648,206725196
24648,208294970
24693,90132241
24693,203017999
24693,203024425
24693,203087319
24693,203087638
24693,203087681
24693,203324800
24693,207390506
24693,207390507
24693,207910213
24693,207910387
24693,210399745
24693,210399849
24789,202049393
24789,202139744
24789,202139765
24789,202778315
24789,203017911
24789,203017912
24789,203308084
24789,203884610
24789,204849801
24789,204860316
24789,204939361
24825,10379358
24825,202537967
24825,202900025
24825,203322272
24825,203472622
24825,204206934
24825,204206936
24825,204419878
24825,204734549
24825,206854516
24825,207543190
24825,207543191
24825,207543197
24825,208504190
24921,90148541
24921,202472204
24921,202479417
24921,202861078
24921,202985950
24921,203201060
